word	speech_count	narrative_count
juliana	8	29
angelise	8	29
oluwatobi	8	29
carelessly	8	29
cristian	8	29
taina	8	29
alizay	8	29
melyssa	8	29
kinleigh	8	28
zoila	8	28
jesica	8	28
jadah	8	28
dontavious	8	28
removes	8	28
jezebel	8	28
avry	8	28
castiel	8	28
amyiah	8	28
analyse	8	28
dyson	8	28
fidel	8	28
demetria	8	27
kaiser	8	27
sakari	8	27
jenifer	8	27
antwaun	8	27
hendrick	8	27
lakelynn	8	27
classmate	8	27
giulianna	8	27
sammi	8	27
suzannah	8	27
nicholle	8	27
payge	8	27
makiah	8	26
elected	8	26
mackinley	8	26
prisila	8	26
kaleia	8	26
simcha	8	26
anari	8	26
aurelia	8	26
teaghan	8	26
tabitha	8	26
teon	8	26
clarice	8	26
judy	8	26
eden	8	26
jaylynn	8	26
lilyanna	8	26
waylan	8	26
alysson	8	26
konstantinos	8	25
cameran	8	25
ellee	8	25
keyana	8	25
sonora	8	25
cassius	8	25
boy's	8	25
stetson	8	25
imitate	8	25
damarion	8	25
madelyn	8	25
asaiah	8	25
vannessa	8	25
pascual	8	25
mariaguadalupe	8	24
averie	8	24
jovanni	8	24
baileigh	8	24
kavan	8	24
candyce	8	24
vince	8	24
sidharth	8	24
maura	8	24
nevin	8	24
katilyn	8	24
brynna	8	24
lindy	8	24
andon	8	24
jarom	8	24
nathanael	8	24
mehmet	8	24
valentina	8	24
lania	8	24
tonia	8	24
maryrose	8	23
presley	8	23
michaella	8	23
suzie	8	23
yamile	8	23
lilliann	8	23
syed	8	23
samy	8	23
naftali	8	23
girl's	8	23
makhia	8	23
dallin	8	23
introverted	8	23
jeramiah	8	23
yamilex	8	23
natan	8	23
alora	8	23
nechama	8	23
taylar	8	23
rodger	8	22
teyana	8	22
thud	8	22
taevon	8	22
maven	8	22
laquita	8	22
kendale	8	22
naquan	8	22
antuan	8	22
jeter	8	22
patricio	8	22
landry	8	22
makaylee	8	22
rhiana	8	22
milana	8	22
katheryn	8	22
karley	8	22
tailyn	8	21
exavier	8	21
kay	8	21
devion	8	21
makaylah	8	21
anfernee	8	21
maddix	8	21
annalee	8	21
zavier	8	21
lawton	8	21
slender	8	21
aurianna	8	21
shameka	8	21
edmund	8	21
kunal	8	21
kyliee	8	21
garet	8	20
brynne	8	20
kellan	8	20
kemper	8	20
cordero	8	20
jameelah	8	20
demya	8	20
disagrees	8	20
mikaylah	8	20
kira	8	19
keshawn	8	19
grecia	8	19
haylei	8	19
zada	8	19
hopped	8	19
dekota	8	19
robinson	8	19
ignorant	8	19
sydnee	8	19
annalyse	8	19
maryanna	8	19
sylvia	8	19
harrison	8	19
elan	8	19
dayra	8	18
assumes	8	18
anniston	8	18
chason	8	18
caitlynn	8	18
raneem	8	17
cordarius	8	17
kaydee	8	17
asmaa	8	17
leela	8	17
mahmoud	8	17
blaize	8	17
kali	8	17
siya	8	17
alayna	8	17
jacy	8	16
buck	8	16
clapped	8	16
agitated	8	16
kaedyn	8	16
petra	8	16
freed	8	16
darrick	8	16
weston	8	16
erwin	8	16
jawon	8	16
straighter	8	16
cinthia	8	15
amaan	8	15
hostile	8	15
fallyn	8	15
inquisitive	8	15
kiara	8	14
strands	8	14
violated	8	14
unkempt	8	14
kimora	8	14
appointed	8	13
soundly	8	13
incompetent	8	13
awaiting	8	13
honesty's	8	13
unfriendly	8	13
xzavion	8	13
disorder	8	12
bitch	8	12
eyelashes	8	12
eyebrows	8	12
coleson	8	12
doormat	8	11
alder	8	11
olympics	8	11
orphanage	8	11
doorknob	8	11
alligator	8	11
agony	8	10
glaring	8	10
dissipate	8	10
interviewing	8	10
mikala	8	10
toenails	8	10
cursed	8	9
ultimatum	8	9
shorts	8	9
rollerblading	8	9
conscientious	8	9
gracious	8	9
risked	8	9
fooled	8	9
tweets	8	8
groomed	8	8
hut	8	8
breast	8	8
ruffles	8	8
kambrie	8	8
pocketbook	8	8
dismisses	8	8
carton	8	8
premises	8	8
explodes	8	7
purposefully	8	7
witches	8	7
scotch	8	7
latter	8	7
nike	8	7
ornament	8	7
recalled	8	7
doggy	8	7
insecurity	8	7
instructed	8	7
spying	8	6
sharpens	8	6
goofing	8	6
probing	8	6
indifference	8	6
republican	8	6
unsolicited	8	6
tumbled	8	6
horse's	8	6
wowed	8	6
diabetes	8	6
loosened	8	6
halt	8	6
whipping	8	6
slapping	8	6
eligible	8	5
investor	8	5
goth	8	5
thrust	8	5
twirling	8	5
deposited	8	5
fulfills	8	5
summer's	8	5
morally	8	5
dominated	8	5
dyed	8	5
wilting	8	5
referred	8	5
iowa	8	5
chapel	8	5
inaccurate	8	5
transplant	8	5
scandal	8	5
classwork	8	5
teapot	8	5
disco	8	5
tilted	8	5
oklahoma	8	5
corolla	8	5
fundraisers	8	5
faking	8	4
grated	8	4
overslept	8	4
fedora	8	4
fidgety	8	4
slang	8	4
fireflies	8	4
swords	8	4
persuading	8	4
certified	8	4
pleaser	8	4
academy	8	4
coaxing	8	4
donut	8	4
max's	8	4
brim	8	4
guy's	8	4
repainted	8	4
boating	8	4
overprotective	8	4
shabby	8	4
smudge	8	4
convincingly	8	4
steered	8	4
monitors	8	4
invaded	8	4
sung	8	3
meowing	8	3
salvation	8	3
epitome	8	3
barbies	8	3
lily's	8	3
sucked	8	3
discern	8	3
trunks	8	3
sunday's	8	3
constructs	8	3
pulley	8	3
collapses	8	3
eldest	8	3
shortest	8	3
deposits	8	3
unorganized	8	3
mopped	8	3
championships	8	3
seventh	8	3
graffiti	8	3
snatch	8	3
kudos	8	3
tonic	8	3
mines	8	3
sox	8	3
striped	8	3
advertise	8	3
resisting	8	3
heartache	8	3
jerseys	8	3
rendition	8	3
inventing	8	3
masters	8	3
ladybug	8	3
crocodiles	8	3
scatters	8	3
misuse	8	3
ego	8	3
peach	8	2
toppled	8	2
bowing	8	2
paralyzed	8	2
droplets	8	2
downloading	8	2
lawyers	8	2
ledge	8	2
shredded	8	2
skyrocketing	8	2
adjectives	8	2
expiration	8	2
punctuation	8	2
technician	8	2
termination	8	2
nag	8	2
hoses	8	2
dependence	8	2
poised	8	2
knick	8	2
wedge	8	2
eviction	8	2
misrepresented	8	2
furnishings	8	2
fiddle	8	2
veered	8	2
fatty	8	2
fines	8	2
premeditated	8	2
constricting	8	2
refusal	8	2
shields	8	2
hardship	8	2
versed	8	2
jahis	8	2
keepers	8	2
budweiser	8	2
bullseye	8	2
dom	8	2
defies	8	2
glare	8	2
unison	8	2
privileges	8	2
seller	8	2
milky	8	2
reconsidered	8	2
knacks	8	2
vicinity	8	2
orleans	8	2
scurrying	8	2
specializing	8	2
ornate	8	2
johnsons	8	1
humane	8	1
titled	8	1
gums	8	1
forensic	8	1
hog	8	1
suspecting	8	1
recounting	8	1
familial	8	1
heaviness	8	1
curries	8	1
midwest	8	1
turnover	8	1
plotlines	8	1
amp	8	1
carrier	8	1
renoir	8	1
classified	8	1
uber	8	1
blasting	8	1
flank	8	1
serum	8	1
swipe	8	1
deflecting	8	1
productively	8	1
weightlessness	8	1
gymnastics	8	1
nudged	8	1
bodily	8	1
amphitheater	8	1
embarks	8	1
molds	8	1
peels	8	1
succulent	8	1
remainder	8	1
shrink	8	1
snippets	8	1
queens	8	1
camera's	8	1
flossing	8	1
freer	8	1
revert	8	1
stimulated	8	1
cuffs	8	1
touristy	8	1
filmed	8	1
clippers	8	1
musically	8	1
precedes	8	1
snappy	8	1
clockwise	8	1
dimmed	8	1
rowling	8	1
feline	8	1
frizzy	8	1
adulthood	8	1
quantities	8	1
impossibly	8	1
crepes	8	1
holler	8	1
angst	8	1
zesty	8	1
usable	8	1
flop	8	1
minty	8	1
horns	8	1
chlorine	8	1
swimmers	8	1
excursion	8	1
sewn	8	1
matinee	8	1
mimics	8	1
teens	8	1
majors	8	1
sellers	8	1
numb	8	1
digits	8	1
tint	8	1
culture's	8	1
eyeliner	8	1
tapestries	8	1
improper	8	1
enforcing	8	1
reimburse	8	1
coolness	8	1
adjacent	8	1
ping	8	1
cherries	8	1
veterinary	8	1
onward	8	1
duets	8	1
bodied	8	1
wield	8	1
warmest	8	1
outsiders	8	1
resorts	8	1
riders	8	1
banking	8	1
halves	8	1
trigonometry	8	1
inducing	8	1
doze	8	1
gettysburg	8	1
reputations	8	0
huddle	8	0
breezy	8	0
skillful	8	0
pollutants	8	0
irony	8	0
discard	8	0
impasta	8	0
crises	8	0
chipping	8	0
expired	8	0
atmosphere's	8	0
overwater	8	0
flowchart	8	0
seeping	8	0
potentials	8	0
mash	8	0
deforestation	8	0
recapture	8	0
tact	8	0
goggles	8	0
optimizations	8	0
nigiri	8	0
outwards	8	0
reposition	8	0
mosaic	8	0
skimming	8	0
metamorphic	8	0
rainforests	8	0
sandalwood	8	0
outages	8	0
observatory	8	0
colossal	8	0
metals	8	0
spitting	8	0
rectifying	8	0
drips	8	0
artistically	8	0
rotations	8	0
teaspoon	8	0
coltrane	8	0
prevail	8	0
kindest	8	0
underutilized	8	0
limbo	8	0
improvisations	8	0
throttle	8	0
korean	8	0
axes	8	0
tolkien	8	0
diverged	8	0
dj's	8	0
uffizi	8	0
calligraphy	8	0
prolonging	8	0
industry's	8	0
itineraries	8	0
colony	8	0
layover	8	0
overpack	8	0
estimating	8	0
unthinkable	8	0
auctions	8	0
frustrate	8	0
airbags	8	0
air's	8	0
fortified	8	0
depicts	8	0
silences	8	0
heavens	8	0
curator	8	0
portals	8	0
reading's	8	0
accessorize	8	0
hens	8	0
standstill	8	0
interdepartmental	8	0
scarcity	8	0
retained	8	0
sugarcoating	8	0
cuz	8	0
devote	8	0
segue	8	0
numerical	8	0
culminated	8	0
cuff	8	0
screenings	8	0
absorption	8	0
healthily	8	0
inequalities	8	0
composite	8	0
amendment	8	0
conventions	8	0
support's	8	0
view's	8	0
twitter's	8	0
lodging	8	0
adrift	8	0
hilariously	8	0
ingenious	8	0
discounted	8	0
cliffhangers	8	0
override	8	0
proyecto	8	0
mismanagement	8	0
narrating	8	0
soundscapes	8	0
leverages	8	0
fluffed	8	0
astronomers	8	0
seedlings	8	0
warfare	8	0
igneous	8	0
adverse	8	0
geopolitical	8	0
noir	8	0
capacities	8	0
safeguarding	8	0
masking	8	0
turbo	8	0
meh	8	0
dreamlike	8	0
synth	8	0
blinding	8	0
rollers	8	0
betterment	8	0
hubs	8	0
fittings	8	0
reflector	8	0
seasonings	8	0
unaddressed	8	0
et	8	0
sunrises	8	0
amend	8	0
oregon	8	0
donors	8	0
remnants	8	0
regulation	8	0
argan	8	0
utilizes	8	0
maximized	8	0
devoid	8	0
stagger	8	0
relatability	8	0
steaks	8	0
alrighty	8	0
ethically	8	0
shop's	8	0
coincide	8	0
overcast	8	0
sulfate	8	0
toughness	8	0
abundant	8	0
remover	8	0
kangaroo	8	0
brochures	8	0
disciplinary	8	0
plating	8	0
shinier	8	0
diffusion	8	0
rotational	8	0
contributors	8	0
intensify	8	0
associating	8	0
fluffier	8	0
animosity	8	0
unmanageable	8	0
unify	8	0
ais	8	0
upload	8	0
afternoon's	8	0
photovoltaic	8	0
dab	8	0
depicting	8	0
coasting	8	0
fragmented	8	0
printers	8	0
rails	8	0
favoring	8	0
design's	8	0
browns	8	0
panorama	8	0
corridors	8	0
melodious	8	0
impede	8	0
benign	8	0
immaculate	8	0
textile	8	0
blockchain	8	0
overestimate	8	0
weirdness	8	0
probabilities	8	0
quality's	8	0
revitalizes	8	0
yielded	8	0
downturn	8	0
toolset	8	0
improvisational	8	0
continental	8	0
equipping	8	0
ambiguities	8	0
neighboring	8	0
foothold	8	0
paint's	8	0
seeker	8	0
amplifying	8	0
malice	8	0
ephemeral	8	0
alertness	8	0
inflammatory	8	0
uniformly	8	0
custard	8	0
percentages	8	0
constructions	8	0
enormity	8	0
planning's	8	0
substantiate	8	0
perpetual	8	0
respiratory	8	0
proofing	8	0
gauging	8	0
prob	8	0
pinpointed	8	0
supplementary	8	0
hobbit	8	0
redefines	8	0
reptile	8	0
piloting	8	0
interim	8	0
drafty	8	0
overthought	8	0
whatcha	8	0
adheres	8	0
geared	8	0
overstretching	8	0
acorns	8	0
diminishes	8	0
finality	8	0
understaffed	8	0
contradictory	8	0
polynomials	8	0
precedents	8	0
fondue	8	0
skew	8	0
poolside	8	0
chickpeas	8	0
refactoring	8	0
afresh	8	0
alienating	8	0
consultancy	8	0
overcommitting	8	0
ecology	8	0
shopkeeper	8	0
friday's	8	0
threshold	8	0
ankle's	8	0
vibing	8	0
roomy	8	0
scooters	8	0
lyrical	8	0
boxed	8	0
cacti	8	0
characteristic	8	0
costa	8	0
perpendicular	8	0
icons	8	0
retraining	8	0
flowering	8	0
confining	8	0
transient	8	0
dimming	8	0
sundaes	8	0
qubits	8	0
eruption	8	0
stifles	8	0
eclipses	8	0
realignment	8	0
riled	8	0
planetarium	8	0
unbalanced	8	0
gen	8	0
theater's	8	0
pacific	8	0
synergies	8	0
deafening	8	0
dandelions	8	0
hieroglyphs	8	0
dialing	8	0
coax	8	0
humidifier	8	0
eyesight	8	0
schema	8	0
bolstering	8	0
predominantly	8	0
idealism	8	0
there've	8	0
inertia	8	0
dynamism	8	0
simple's	8	0
coherently	8	0
incur	8	0
soundscape	8	0
settlements	8	0
vectors	8	0
reassessment	8	0
omelettes	8	0
art's	8	0
cleans	7	202
refuses	7	162
cries	7	115
ignores	7	101
searches	7	84
denied	7	79
clutching	7	51
succeeds	7	43
cuauhtemoc	7	41
ahtziri	7	40
lillianne	7	36
hayleigh	7	36
nazareth	7	36
yoana	7	35
caidence	7	34
naliyah	7	33
hadlie	7	33
yelped	7	33
rhonda	7	33
socorro	7	32
nikita	7	32
rosalind	7	32
damaris	7	32
evana	7	32
christien	7	32
chenoa	7	31
conall	7	31
grinning	7	31
deontay	7	31
kenadee	7	31
mikel	7	31
aaleyah	7	31
notnamed	7	31
shrugged	7	30
breasts	7	30
horrified	7	30
anushka	7	29
abbigail	7	29
delainey	7	29
kalena	7	29
keyshaun	7	29
rosario	7	29
damarius	7	29
magdalene	7	29
raeleigh	7	27
selah	7	27
camiyah	7	27
roslyn	7	27
hosanna	7	27
horn	7	27
deaven	7	27
jarid	7	27
xitlaly	7	26
rya	7	26
auden	7	26
rescues	7	26
kaleigha	7	26
alexsander	7	26
delmar	7	26
kekoa	7	26
whittney	7	26
novalee	7	26
aaniyah	7	26
fisher	7	26
enmanuel	7	26
suzanna	7	26
babysitter	7	26
kolten	7	26
thayne	7	26
soledad	7	26
amaru	7	26
isamar	7	26
jemima	7	26
quintavious	7	25
camila	7	25
cathrine	7	25
katelynn	7	25
kaycee	7	25
daymon	7	25
lakendra	7	25
narrowly	7	25
quanisha	7	24
karmelo	7	24
graciela	7	24
paden	7	24
jayanna	7	24
niko	7	24
khori	7	24
alonna	7	24
nona	7	24
saira	7	24
joselyn	7	24
hadassah	7	23
jonnathan	7	23
kamarie	7	23
derion	7	23
rishi	7	23
nyssa	7	23
authoritative	7	23
bradford	7	23
emmie	7	23
antwan	7	23
nubia	7	23
kassandra	7	22
kennith	7	22
christa	7	22
anya	7	22
gracelynn	7	22
mychael	7	22
shari	7	22
riya	7	21
leopoldo	7	21
novah	7	21
starla	7	21
aida	7	21
milah	7	21
fabricio	7	21
demian	7	21
allysa	7	21
vanity	7	21
leeanna	7	21
bobbie	7	21
liesel	7	21
damen	7	20
adara	7	20
sheldon	7	20
jaeger	7	20
luiz	7	20
debora	7	20
kayde	7	20
fallon	7	20
aleyah	7	20
javon	7	20
esequiel	7	19
raylan	7	19
dannie	7	19
swore	7	19
reject	7	19
nathaneal	7	19
garett	7	19
kaelie	7	19
shaela	7	19
zarina	7	19
rivka	7	19
alesha	7	19
ramone	7	19
keri	7	19
bronson	7	18
dylann	7	18
ellisyn	7	18
mirabella	7	18
amiri	7	18
karsen	7	18
brihanna	7	18
leevi	7	18
thais	7	18
rohit	7	18
humiliate	7	18
miesha	7	17
adelina	7	17
deontae	7	17
rida	7	17
betsabe	7	17
jarett	7	17
coda	7	17
devlin	7	17
stacia	7	16
pilgrimage	7	16
kyndal	7	16
ines	7	16
scooped	7	16
x's	7	15
ahna	7	15
kristen	7	15
impolite	7	15
maja	7	15
rudeness	7	15
helper	7	15
maylani	7	15
massaging	7	14
graveyard	7	14
versa	7	14
siham	7	13
tickles	7	13
katarina	7	13
supporter	7	13
gabryella	7	12
pleases	7	12
bathtub	7	12
bid	7	12
ungrateful	7	11
swears	7	11
swimsuits	7	11
aracely	7	11
overturned	7	10
kayra	7	10
lumber	7	10
bankrupt	7	10
accompanies	7	10
mothers	7	10
possessive	7	10
fiercely	7	9
guesses	7	9
minister	7	9
haired	7	9
daughters	7	9
cured	7	9
claus	7	8
marbles	7	8
burglary	7	8
contours	7	8
dodged	7	8
sarcastic	7	8
criticisms	7	8
scraping	7	8
firework	7	8
corresponding	7	8
successor	7	8
heir	7	7
showering	7	7
linda's	7	7
queen's	7	7
hustling	7	7
regards	7	7
enlightened	7	7
bleachers	7	6
vandalizing	7	6
farmhouse	7	6
courtyard	7	6
liner	7	6
lollipop	7	6
winter's	7	6
reminisced	7	6
ovation	7	6
ulterior	7	6
pigtail	7	6
ged	7	6
sneezed	7	6
grumpy	7	6
cemetery	7	6
rib	7	6
excels	7	6
fungus	7	6
flailing	7	6
yank	7	6
nba	7	6
sins	7	6
tyler's	7	5
concede	7	5
puffs	7	5
philosopher	7	5
cuba	7	5
uniforms	7	5
eyelids	7	5
sleepovers	7	5
vandalize	7	5
caress	7	5
trance	7	5
accompanying	7	5
raging	7	5
thumper	7	4
atm	7	4
gauze	7	4
inmates	7	4
watery	7	4
horseback	7	4
steakhouse	7	4
excessively	7	4
crutch	7	4
maria's	7	4
hymn	7	4
vibrate	7	4
banging	7	4
cascades	7	4
insincere	7	4
smith's	7	4
fluttering	7	4
lamppost	7	4
parenthood	7	4
accord	7	4
downstream	7	4
urging	7	4
disposition	7	4
flicks	7	4
sailed	7	4
dustpan	7	3
pizzeria	7	3
tenacity	7	3
container	7	3
nugget	7	3
sara's	7	3
parole	7	3
loofah	7	3
stifled	7	3
vine	7	3
lavish	7	3
chant	7	3
upscale	7	3
mounted	7	3
roamed	7	3
confetti	7	3
reopen	7	3
swerve	7	3
willingly	7	3
ruling	7	3
winners	7	3
chandelier	7	3
overstay	7	3
facelift	7	3
tethered	7	3
nickels	7	3
newborn	7	3
pinning	7	3
diced	7	3
foodie	7	3
woken	7	3
spanking	7	3
bluebird	7	3
presumptuous	7	3
cop	7	3
unprotected	7	3
shined	7	3
decode	7	3
recovers	7	3
resolves	7	3
foul	7	3
plotted	7	3
tripod	7	3
defender	7	3
forest's	7	3
sways	7	3
emulating	7	3
stainless	7	3
seam	7	3
pampered	7	3
affording	7	2
narrows	7	2
temptations	7	2
sustenance	7	2
squish	7	2
entryway	7	2
utah	7	2
cube	7	2
diagnosing	7	2
splits	7	2
defects	7	2
unemployment	7	2
finders	7	2
recipient	7	2
negligent	7	2
haste	7	2
condoms	7	2
legible	7	2
rangers	7	2
reclining	7	2
senseless	7	2
runway	7	2
layla's	7	2
envelopes	7	2
bull	7	2
ablaze	7	2
photographing	7	2
encyclopedia	7	2
ferrari	7	2
belts	7	2
lightest	7	2
exert	7	2
capitals	7	2
inca	7	2
hypnotic	7	2
skillfully	7	2
coldest	7	2
programmed	7	2
anemia	7	2
reels	7	2
charitable	7	2
relation	7	2
trots	7	2
contradicts	7	2
handshakes	7	2
scrutinized	7	2
childcare	7	1
fender	7	1
exhibited	7	1
injustices	7	1
magnets	7	1
assuredness	7	1
stalled	7	1
commas	7	1
sustains	7	1
andes	7	1
rims	7	1
stylists	7	1
garments	7	1
exasperating	7	1
lateness	7	1
harvested	7	1
clippings	7	1
plant's	7	1
shoveling	7	1
scam	7	1
obtaining	7	1
ferry	7	1
espressos	7	1
quartet	7	1
nearing	7	1
crumbly	7	1
beachfront	7	1
downsize	7	1
climbers	7	1
hammers	7	1
airtight	7	1
downward	7	1
proportional	7	1
underbrush	7	1
omelets	7	1
worksheet	7	1
mediocrity	7	1
pastor's	7	1
inexcusable	7	1
sprinklers	7	1
surpassed	7	1
capped	7	1
offhand	7	1
cargo	7	1
disclose	7	1
raft	7	1
slime	7	1
forthcoming	7	1
billion	7	1
taxis	7	1
substitutes	7	1
seville	7	1
uterus	7	1
studios	7	1
reinstall	7	1
unrest	7	1
toddler	7	1
smiths	7	1
dispose	7	1
memento	7	1
shielded	7	1
hieroglyphics	7	1
eccentric	7	1
harshness	7	1
moonwalk	7	1
smooths	7	1
conditioners	7	1
maturely	7	1
bismarck	7	1
soulmates	7	1
selflessly	7	1
reinstalling	7	1
cavity	7	1
reportedly	7	1
frighten	7	1
brute	7	1
feminism	7	1
thirds	7	1
nouns	7	1
ranking	7	1
pastimes	7	1
table's	7	1
institute	7	1
spines	7	1
arbitrary	7	1
dozing	7	1
prune	7	1
arduous	7	1
speaker's	7	1
thunderstorms	7	1
hackers	7	1
declaring	7	1
commonly	7	1
unhappiness	7	1
packaged	7	1
turquoise	7	1
tempura	7	1
dictated	7	1
what're	7	1
tenses	7	1
fishy	7	1
shuttle	7	1
breakage	7	1
toothpick	7	1
emotive	7	1
appealed	7	1
plato	7	1
juncture	7	1
jungles	7	1
emerges	7	1
organ	7	1
vents	7	1
functioned	7	1
extinction	7	1
drumming	7	1
rekindling	7	1
ancestor	7	1
loosely	7	1
painter's	7	1
referee	7	1
recklessness	7	1
remembrance	7	1
intercepts	7	1
orient	7	1
saltwater	7	1
undergone	7	1
professions	7	1
homebody	7	1
another's	7	1
clumsiness	7	1
leaked	7	1
barrage	7	1
miserably	7	0
wand	7	0
graphical	7	0
occupying	7	0
intrusion	7	0
rebellion	7	0
fleshing	7	0
downpours	7	0
spicing	7	0
gamification	7	0
discharge	7	0
enzyme	7	0
pebbles	7	0
misreading	7	0
clouding	7	0
permeates	7	0
demos	7	0
fishing's	7	0
electives	7	0
misjudge	7	0
overpacked	7	0
snowballed	7	0
te	7	0
patty	7	0
mics	7	0
whoever's	7	0
cranberries	7	0
chatbots	7	0
meteors	7	0
derailleur	7	0
cookware	7	0
endorsement	7	0
elderberry	7	0
app's	7	0
illumination	7	0
deceptively	7	0
oddest	7	0
afterthought	7	0
nudges	7	0
shocker	7	0
treaties	7	0
gpa	7	0
scrumptious	7	0
spiced	7	0
caliber	7	0
sighting	7	0
reappears	7	0
flex	7	0
zig	7	0
patatas	7	0
duplicate	7	0
distributive	7	0
centering	7	0
forehand	7	0
rephrase	7	0
decaf	7	0
discord	7	0
spades	7	0
beagles	7	0
grandmothers	7	0
alleviated	7	0
pertinent	7	0
nadph	7	0
harnesses	7	0
overexplaining	7	0
electromagnetism	7	0
drape	7	0
micromanaged	7	0
vanishes	7	0
schr	7	0
chuckling	7	0
fins	7	0
sidetrack	7	0
parasailing	7	0
wishful	7	0
martian	7	0
acclimate	7	0
calamari	7	0
horrendous	7	0
thereof	7	0
navigator	7	0
vu	7	0
hour's	7	0
meringue	7	0
surged	7	0
interconnects	7	0
stomach's	7	0
trail's	7	0
math's	7	0
beater	7	0
baroque	7	0
readable	7	0
regal	7	0
manufacturers	7	0
outfield	7	0
veterans	7	0
atwood	7	0
unexplainable	7	0
yo	7	0
sub	7	0
regenerate	7	0
reusing	7	0
reignite	7	0
tier	7	0
awfully	7	0
immeasurable	7	0
fullness	7	0
mmh	7	0
variance	7	0
mustn't	7	0
hypoallergenic	7	0
rot	7	0
skin's	7	0
hindering	7	0
puff	7	0
mixers	7	0
crowding	7	0
wrenches	7	0
neutrals	7	0
crossover	7	0
moose	7	0
inhibitors	7	0
webinar	7	0
installments	7	0
oftentimes	7	0
meditations	7	0
cooker	7	0
digestive	7	0
cyclists	7	0
forwards	7	0
aquatic	7	0
creamier	7	0
sprucing	7	0
ethos	7	0
warranties	7	0
ne	7	0
squeak	7	0
notifying	7	0
stanza	7	0
renegotiating	7	0
hedge	7	0
codenames	7	0
discretionary	7	0
nadh	7	0
djs	7	0
pervasive	7	0
mayan	7	0
verbalize	7	0
throwback	7	0
altitudes	7	0
renewables	7	0
sunniest	7	0
blockers	7	0
keeper	7	0
fondant	7	0
floss	7	0
guru	7	0
liveliness	7	0
blinds	7	0
benefitted	7	0
accelerates	7	0
duplicates	7	0
metro	7	0
radically	7	0
compressed	7	0
jointly	7	0
lilacs	7	0
paradoxes	7	0
penetrate	7	0
firmness	7	0
escargot	7	0
terminology	7	0
sesame	7	0
malware	7	0
induce	7	0
overcrowding	7	0
minutiae	7	0
warbler	7	0
predefined	7	0
materialize	7	0
buts	7	0
practicar	7	0
fantastically	7	0
massively	7	0
ball's	7	0
adopters	7	0
rigorously	7	0
enrichment	7	0
advocates	7	0
wind's	7	0
fluctuation	7	0
informational	7	0
accelerated	7	0
undisturbed	7	0
simulating	7	0
prescribe	7	0
torque	7	0
foot's	7	0
bookcase	7	0
mirrorless	7	0
eclairs	7	0
runoff	7	0
compounded	7	0
neurotransmitters	7	0
conjunction	7	0
carburetor	7	0
armchairs	7	0
deco	7	0
pain's	7	0
penchant	7	0
subject's	7	0
ep	7	0
bypassing	7	0
ratatouille	7	0
playgrounds	7	0
nests	7	0
fairer	7	0
mistborn	7	0
habitual	7	0
amateur	7	0
bureaucratic	7	0
secret's	7	0
executives	7	0
freshmen	7	0
fortifies	7	0
advisory	7	0
battery's	7	0
mimicked	7	0
animal's	7	0
tally	7	0
linguistic	7	0
detecting	7	0
vault	7	0
torches	7	0
evaporation	7	0
sequels	7	0
skyrocketed	7	0
blunder	7	0
yourselves	7	0
annotations	7	0
confines	7	0
media's	7	0
glitchy	7	0
reflectors	7	0
crunchiness	7	0
ma	7	0
outliers	7	0
restocked	7	0
electrolytes	7	0
burrito	7	0
overdrive	7	0
underscore	7	0
bravas	7	0
invasions	7	0
funnel	7	0
fragility	7	0
zigzag	7	0
casablanca	7	0
caprese	7	0
frequencies	7	0
tiers	7	0
promo	7	0
pancetta	7	0
irrationally	7	0
smoothest	7	0
categorizes	7	0
remix	7	0
eagle's	7	0
inaccuracies	7	0
di	7	0
gingerbread	7	0
interdependent	7	0
rum	7	0
ruckus	7	0
conceal	7	0
disparity	7	0
laughter's	7	0
birch	7	0
vet's	7	0
pods	7	0
centralizing	7	0
tweet	7	0
lever	7	0
bookmarked	7	0
patient's	7	0
spicier	7	0
acrylic	7	0
invaders	7	0
pigments	7	0
holographic	7	0
enabled	7	0
reptiles	7	0
swan	7	0
ramping	7	0
snowfall	7	0
temperamental	7	0
tetris	7	0
miscalculation	7	0
dos	7	0
squished	7	0
mitigated	7	0
webs	7	0
elevators	7	0
rigidity	7	0
mindedness	7	0
moisturize	7	0
mobilize	7	0
naval	7	0
potlucks	7	0
payday	7	0
flexibly	7	0
bypassed	7	0
elicit	7	0
detaching	7	0
blueprints	7	0
warped	7	0
gogh's	7	0
puppets	7	0
divvy	7	0
exclusivity	7	0
iteratively	7	0
acid	7	0
affinity	7	0
jeez	7	0
mandarin	7	0
destress	7	0
iterating	7	0
overwatering	7	0
richly	7	0
mejorar	7	0
decreases	7	0
anthem	7	0
hypotenuse	7	0
meshed	7	0
underserved	7	0
formulation	7	0
manuscripts	7	0
flashback	7	0
abstracts	7	0
qu	7	0
conjugations	7	0
weaken	7	0
gateways	7	0
profusely	6	291
nods	6	109
victorious	6	93
hesitates	6	80
doorbell	6	68
reprimanded	6	66
elated	6	61
obey	6	47
sympathy	6	47
assures	6	46
persuaded	6	40
snaps	6	37
pokes	6	36
recommends	6	34
nereyda	6	34
gracelyn	6	32
gracen	6	32
brynlie	6	31
francisca	6	30
jacquelin	6	30
alexandria	6	30
uncooperative	6	29
drea	6	28
ariannah	6	28
lailani	6	28
annsley	6	28
shamiyah	6	28
cristiano	6	27
mathilda	6	27
brieanna	6	27
naydelin	6	27
mouths	6	27
tyvon	6	27
